date,real,pred_lgb
2018-11-14,-0.0063897980987708,-0.001070474540955599
2018-11-15,-0.0032102756302483,0.003909351724203636
2018-11-16,-0.0096931292056596,-0.001567606928606616
2018-11-19,-0.0065146810211937,-0.009497104449147026
2018-11-20,0.0,-0.01249865621831992
2018-11-21,0.0,0.0033064565153723955
2018-11-26,0.0032626456348163,0.007699387376617802
2018-11-27,-0.0032626456348163,0.0015597021014233702
2018-11-28,0.0,0.008101082444274677
2018-11-29,-0.0098522964430116,-0.002644846034014209
2018-11-30,-0.0066225407604934,-0.0011961753304722074
2018-12-03,-0.0100167782434712,-0.0016033356254922682
2018-12-04,-0.0237702193339117,-0.016320965601710972
2018-12-06,-0.0138410514118714,-0.01244108825954933
2018-12-07,-0.0069930354909706,-0.015964943480849515
2018-12-10,0.0,-0.000905473078949807
2018-12-11,0.0139375078437815,-0.002318960391970186
2018-12-12,0.0068965790590604,0.0012061704841479482
2018-12-13,0.0,0.00027366719800765054
2018-12-14,-0.0068965790590604,-0.006944336393324367
2018-12-17,-0.0104348772925795,-0.01569438803533059
2018-12-18,-0.0140847398817389,-0.007500308363799103
2018-12-19,-0.017889564750775,-0.013938166344525427
2018-12-20,0.007194275634027,-0.01452431322135971
2018-12-21,0.0,-0.016814377779574473
2018-12-27,-0.007194275634027,0.006010160195539013
2018-12-28,-0.0182154398913412,-0.004207530325546077
2019-01-02,-0.0223057575142981,0.0073057410077727175
2019-01-03,-0.0383188643021366,-0.028494428641269668
2019-01-04,0.042071213920687,0.02556936572862637
2019-01-07,0.0111733005981252,0.012251344010394629
2019-01-08,0.0110498361865849,0.009468084942447665
2019-01-09,0.0036563112031104,0.010641610548678071
2019-01-10,0.0,0.0035043579125267365
2019-01-11,-0.0110092855083693,-0.006987808917607603
2019-01-15,0.0036832454162963,0.0013217921507234713
2019-01-16,0.0036697288889624,-0.005757495917948347
2019-01-17,0.0072993024816114,0.0013684762203960458
2019-01-18,0.0144406841547943,0.011629779126888095
2019-01-22,-0.0180836754332953,-0.013629006858122513
2019-01-23,0.0072727593290795,0.003515356263796909
2019-01-24,-0.0145987994211524,-0.0020445939378114387
2019-01-25,0.0145987994211524,0.008982948645719855
2019-01-28,-0.0036297680505785,-0.00807778057190309
2019-01-29,-0.0109690313705739,-0.0029679392089171797
2019-01-30,-0.0073801072976225,0.007214043837057743
2019-01-31,-0.0262679268206103,0.0014303968781186594
2019-02-01,0.0262679268206103,0.009416388340604268
2019-02-04,0.0110498361865849,0.011770141009539926
2019-02-05,-0.0073529743052588,-0.00854627711096407
2019-02-06,-0.0036968618813261,-0.009430658109735595
2019-02-07,-0.0186921330121526,-0.012952411962812537
2019-02-08,-0.0075757938084576,-0.003188666720151646
2019-02-11,0.0075757938084576,-0.00307536513070033
2019-02-12,0.0112571545246346,0.00889276848594352
2019-02-13,0.0111318403688441,0.005174948696457697
2019-02-14,-0.0186225120980018,-0.004502519274795504
2019-02-15,0.0,0.0008799394194894968
2019-02-19,-0.0037664827954769,-0.006325167109417238
2019-02-21,0.0149815536156169,0.008434909317922552
2019-02-22,-0.0149815536156169,-0.002931458109784867
2019-02-25,0.0075188324140273,0.003261229642392378
2019-02-26,-0.0112995552539333,-0.006430547245513757
2019-02-27,0.0187622764555228,0.0026580766658150334
2019-02-28,0.0147604155831206,0.00496812980107522
2019-03-01,0.01092907053219,0.0064717830736809295
2019-03-04,-0.0145987994211524,-0.0011729810274470878
2019-03-05,0.0,-0.00699573443621614
2019-03-06,-0.0110906866941582,-0.011268905136159224
2019-03-07,-0.0187622764555228,-0.007354331568459077
2019-03-08,-0.0076045993852192,-0.0050182834210669375
2019-03-11,0.0076045993852192,0.011979161511318793
2019-03-12,-0.0114286958236228,0.0056447270102526715
2019-03-13,0.0,0.0017410356021162596
2019-03-14,0.0076336248550711,-0.0019042919239813326
2019-03-15,-0.0153259704782268,-0.00451081733291098
2019-03-18,0.00385356931599,0.005549754213755815
2019-03-19,0.0038387763071656,0.0002572557042611192
2019-03-20,-0.0271861403041567,-0.007429778335299271
2019-03-21,0.0,-0.0009458993015155595
2019-03-22,-0.0401660417253347,-0.0211890760040092
2019-03-25,-0.0041067819526533,-0.005212321705312044
2019-03-26,-0.0082645098498934,0.007174001032306564
2019-03-27,-0.0083333815591443,-0.009730669406276217
2019-03-28,0.0,0.0029642944727642836
2019-03-29,0.0083333815591443,0.009886666916581887
2019-04-01,0.0326559629740527,0.01490777954656744
2019-04-02,-0.0040241502997255,-0.004428841456442047
2019-04-03,0.0160003413464411,0.007543906886923072
2019-04-04,-0.0039761483796394,0.00020423653974348095
2019-04-05,-0.0039920212695373,-0.0005625560597218205
2019-04-08,0.0079681696491767,-0.004059404250436116
2019-04-09,-0.0039761483796394,-0.0010713161639833004
2019-04-10,-0.0120241929668016,-0.0028256120860645764
2019-04-11,0.0120241929668016,-0.004031626141618808
2019-04-12,0.0197245053477786,0.011445896925307538
2019-04-15,-0.0039138993211363,-0.0012558084595194613
2019-04-16,0.0194180858571015,0.0026255173045872954
2019-04-17,-0.00385356931599,0.013288179319478165
2019-04-18,-0.0077519768043179,-0.002664308830571748
2019-04-23,0.0,0.017446123930685398
2019-04-24,-0.0156865961676996,-0.005469549629253118
2019-04-25,0.0039447782910164,0.0013552160237048428
2019-04-26,-0.0118813278867527,0.0004074995233306579
2019-04-29,0.0118813278867527,0.0028123183682377735
2019-04-30,-0.0118813278867527,-0.005069761107040857
2019-05-01,0.0039761483796394,-0.012789864250559611
2019-05-02,0.0118344576470028,0.002778524654673537
2019-05-03,-0.0039292781398895,0.0013295501446201835
2019-05-07,-0.0360760564738095,-0.021241335689198153
2019-05-08,0.0161946859199806,0.005257681132654097
2019-05-09,-0.0161946859199806,-0.003030887563620859
2019-05-10,0.0081301260832501,0.005360396346343626
2019-05-13,-0.028749413285986,-0.012509285126444007
2019-05-14,0.0082988028146951,0.0009225565181427636
2019-05-15,-0.0208775850215552,-0.007223999843312468
2019-05-16,0.01257878220686,0.006976802504651984
2019-05-17,-0.0041753714104805,-0.00651377359007239
2019-05-20,0.0083333815591443,-0.0016021713563775589
2019-05-21,0.0082645098498934,0.0067762053249727245
2019-05-22,-0.0165978914090377,-0.009623398905542388
2019-05-23,-0.0340458414097171,-0.015098272063351835
2019-05-24,0.0043196611445163,0.0022739822530303344
2019-05-28,-0.0262023723940241,-0.013375727690244586
2019-05-29,-0.0044345970678656,-0.013711863414354276
2019-05-30,-0.0134230203321406,0.0010955466865115347
2019-05-31,-0.036701366850428,-0.04483607355659489
2019-06-03,-0.0332572217564824,-0.0157780917711632
2019-06-04,0.0238674814066435,0.021887813921226743
2019-06-05,0.0,0.010258179247983333
2019-06-06,0.0,0.001721082743250305
2019-06-07,-0.0142520227072016,0.006318686197711238
2019-06-10,0.0283037761628518,0.01125673146262437
2019-06-11,0.0,0.0008197403476235254
2019-06-12,-0.0093458624182377,-0.01133016281665575
2019-06-13,-0.0141846349919563,0.00958354548955614
2019-06-14,-0.0047732787526577,-0.003903029912417221
2019-06-17,0.0,0.0025974818069044447
2019-06-18,-0.0144580831752297,0.0048238122614611785
2019-06-19,-0.0146701897477938,0.0017106653752436475
2019-06-20,-0.0099010709827116,0.009139498673499362
2019-06-21,0.0294138852062934,0.005946113553569006
2019-06-24,-0.0244510958641642,-0.0011005741605076478
